Mod:Item:MetaData, Localized Name
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
bloodmagic:altar, Blood Altar
bloodmagic:blood_rune:0, Blank Rune
bloodmagic:blood_rune:1, Speed Rune
bloodmagic:blood_rune:2, Efficiency Rune
bloodmagic:blood_rune:3, Rune of Sacrifice
bloodmagic:blood_rune:4, Rune of Self Sacrifice
bloodmagic:blood_rune:5, Displacement Rune
bloodmagic:blood_rune:6, Rune of Capacity
bloodmagic:blood_rune:7, Rune of Augmented Capacity
bloodmagic:blood_rune:8, Rune of the Orb
bloodmagic:blood_rune:9, Acceleration Rune
bloodmagic:blood_rune:10, Charging Rune
bloodmagic:ritual_controller:0, Master Ritual Stone
bloodmagic:ritual_controller:1, Imperfect Ritual Stone
bloodmagic:ritual_controller:2, Inverted Master Ritual Stone
bloodmagic:ritual_stone:0, Ritual Stone
bloodmagic:ritual_stone:1, Ritual Stone of Water
bloodmagic:ritual_stone:2, Ritual Stone of Fire
bloodmagic:ritual_stone:3, Ritual Stone of Earth
bloodmagic:ritual_stone:4, Ritual Stone of Air
bloodmagic:ritual_stone:5, Ritual Stone of Dusk
bloodmagic:ritual_stone:6, Ritual Stone of Dawn
bloodmagic:teleposer, Teleposer
bloodmagic:soul_forge, Hellfire Forge
bloodmagic:incense_altar, Incense Altar
bloodmagic:demon_crucible, Demon Crucible
bloodmagic:demon_pylon, Demon Pylon
bloodmagic:demon_crystallizer, Demon Crystallizer
bloodmagic:demon_crystal:0, Demon Will Crystal Cluster
bloodmagic:demon_crystal:1, Corrosive Will Crystal Cluster
bloodmagic:demon_crystal:2, Destructive Will Crystal Cluster
bloodmagic:demon_crystal:3, Vengeful Will Crystal Cluster
bloodmagic:demon_crystal:4, Steadfast Will Crystal Cluster
bloodmagic:alchemy_table, Alchemy Table
bloodmagic:decorative_brick:0, Large Bloodstone Tile
bloodmagic:decorative_brick:1, Bloodstone Brick
bloodmagic:path:0, Wooden Path
bloodmagic:path:1, Tiled Wooden Path
bloodmagic:path:2, Stone Brick Path
bloodmagic:path:3, Tiled Stone Path
bloodmagic:path:4, Worn Stone Brick Path
bloodmagic:path:5, Tiled Worn Stone Path
bloodmagic:path:6, Obsidian Brick Path
bloodmagic:path:7, Tiled Obsidian Path
bloodmagic:master_routing_node, Master Routing Node
bloodmagic:input_routing_node, Input Routing Node
bloodmagic:output_routing_node, Output Routing Node
bloodmagic:item_routing_node, Routing Node
bloodmagic:blood_tank:0, Blood Tank Tier 1
bloodmagic:blood_tank:1, Blood Tank Tier 2
bloodmagic:blood_tank:2, Blood Tank Tier 3
bloodmagic:blood_tank:3, Blood Tank Tier 4
bloodmagic:blood_tank:4, Blood Tank Tier 5
bloodmagic:blood_tank:5, Blood Tank Tier 6
bloodmagic:blood_tank:6, Blood Tank Tier 7
bloodmagic:blood_tank:7, Blood Tank Tier 8
bloodmagic:blood_tank:8, Blood Tank Tier 9
bloodmagic:blood_tank:9, Blood Tank Tier 10
bloodmagic:blood_tank:10, Blood Tank Tier 11
bloodmagic:blood_tank:11, Blood Tank Tier 12
bloodmagic:blood_tank:12, Blood Tank Tier 13
bloodmagic:blood_tank:13, Blood Tank Tier 14
bloodmagic:blood_tank:14, Blood Tank Tier 15
bloodmagic:blood_tank:15, Blood Tank Tier 16
bloodmagic:mimic:0, Ethereal Opaque Mimic Block
bloodmagic:mimic:1, Opaque Mimic Block
bloodmagic:mimic:2, Clear Mimic Block
bloodmagic:mimic:3, Lighted Mimic Block
bloodmagic:mimic:4, Sentient Mimic Block
bloodmagic:demon_brick_1:0, Raw Stone Bricks
bloodmagic:demon_brick_1:1, Corrosive Stone Bricks
bloodmagic:demon_brick_1:2, Destructive Stone Bricks
bloodmagic:demon_brick_1:3, Vengeful Stone Bricks
bloodmagic:demon_brick_1:4, Steadfast Stone Bricks
bloodmagic:demon_brick_2:0, Small Raw Stone Bricks
bloodmagic:demon_brick_2:1, Small Corrosive Stone Bricks
bloodmagic:demon_brick_2:2, Small Destructive Stone Bricks
bloodmagic:demon_brick_2:3, Small Vengeful Stone Bricks
bloodmagic:demon_brick_2:4, Small Steadfast Stone Bricks
bloodmagic:demon_brick_2:5, Raw Stone Tiles
bloodmagic:demon_brick_2:6, Corrosive Stone Tiles
bloodmagic:demon_brick_2:7, Destructive Stone Tiles
bloodmagic:demon_brick_2:8, Vengeful Stone Tiles
bloodmagic:demon_brick_2:9, Steadfast Stone Tiles
bloodmagic:demon_brick_2:10, Accented Raw Stone Tiles
bloodmagic:demon_brick_2:11, Accented Corrosive Stone Tiles
bloodmagic:demon_brick_2:12, Accented Destructive Stone Tiles
bloodmagic:demon_brick_2:13, Accented Vengeful Stone Tiles
bloodmagic:demon_brick_2:14, Accented Steadfast Stone Tiles
bloodmagic:demon_extras:0, Raw Stone
bloodmagic:demon_extras:1, Corrosive Stone
bloodmagic:demon_extras:2, Destructive Stone
bloodmagic:demon_extras:3, Vengeful Stone
bloodmagic:demon_extras:4, Steadfast Stone
bloodmagic:demon_extras:5, Polished Raw Stone
bloodmagic:demon_extras:6, Polished Corrosive Stone
bloodmagic:demon_extras:7, Polished Destructive Stone
bloodmagic:demon_extras:8, Polished Vengeful Stone
bloodmagic:demon_extras:9, Polished Steadfast Stone
bloodmagic:demon_extras:10, Raw Demon Alloy
bloodmagic:demon_extras:11, Corrosive Demon Alloy
bloodmagic:demon_extras:12, Destructive Demon Alloy
bloodmagic:demon_extras:13, Vengeful Demon Alloy
bloodmagic:demon_extras:14, Steadfast Demon Alloy
bloodmagic:demon_pillar_1:0, Raw Stone Pillar
bloodmagic:demon_pillar_1:1, Corrosive Stone Pillar
bloodmagic:demon_pillar_1:2, Destructive Stone Pillar
bloodmagic:demon_pillar_1:3, Vengeful Stone Pillar
bloodmagic:demon_pillar_1:4, Steadfast Stone Pillar
bloodmagic:demon_pillar_2:0, Accented Raw Stone Pillar
bloodmagic:demon_pillar_2:1, Accented Corrosive Stone Pillar
bloodmagic:demon_pillar_2:2, Accented Destructive Stone Pillar
bloodmagic:demon_pillar_2:3, Accented Vengeful Stone Pillar
bloodmagic:demon_pillar_2:4, Accented Steadfast Stone Pillar
bloodmagic:demon_pillar_cap_1:0, Raw Stone Pillar Cap
bloodmagic:demon_pillar_cap_1:1, Corrosive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:0, Destructive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:1, Vengeful Stone Pillar Cap
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, Raw Demon Eye
bloodmagic:demon_light:1, Corrosive Demon Eye
bloodmagic:demon_light:2, Destructive Demon Eye
bloodmagic:demon_light:3, Vengeful Demon Eye
bloodmagic:demon_light:4, Steadfast Demon Eye
bloodmagic:demon_wall_1:0, Raw Stone Brick Wall
bloodmagic:demon_wall_1:1, Corrosive Stone Brick Wall
bloodmagic:demon_wall_1:2, Destructive Stone Brick Wall
bloodmagic:demon_wall_1:3, Vengeful Stone Brick Wall
bloodmagic:demon_wall_1:4, Steadfast Stone Brick Wall
bloodmagic:demon_wall_1:5, Raw Small Stone Brick Wall
bloodmagic:demon_wall_1:6, Corrosive Small Stone Brick Wall
bloodmagic:demon_wall_1:7, Destructive Small Stone Brick Wall
bloodmagic:demon_wall_1:8, Vengeful Small Stone Brick Wall
bloodmagic:demon_wall_1:9, Steadfast Small Stone Brick Wall
bloodmagic:demon_wall_1:10, Raw Stone Wall
bloodmagic:demon_wall_1:11, Corrosive Stone Wall
bloodmagic:demon_wall_1:12, Destructive Stone Wall
bloodmagic:demon_wall_1:13, Vengeful Stone Wall
bloodmagic:demon_wall_1:14, Steadfast Stone Wall
bloodmagic:demon_stairs_1:0, Raw Stone Stairs
bloodmagic:demon_stairs_1:1, Corrosive Stone Stairs
bloodmagic:demon_stairs_2:0, Destructive Stone Stairs
bloodmagic:demon_stairs_2:1, Vengeful Stone Stairs
bloodmagic:demon_stairs_3, tile.bloodmagic.stairs3..name
bloodmagic:inversion_pillar:0, Raw Inversion Pillar
bloodmagic:inversion_pillar:1, Corrosive Inversion Pillar
bloodmagic:inversion_pillar:2, Destructive Inversion Pillar
bloodmagic:inversion_pillar:3, Vengeful Inversion Pillar
bloodmagic:inversion_pillar:4, Steadfast Inversion Pillar
bloodmagic:inversion_pillar_end:0, Raw Inversion Pillar Base
bloodmagic:inversion_pillar_end:1, Raw Inversion Pillar Cap
bloodmagic:inversion_pillar_end:2, Corrosive Inversion Pillar Base
bloodmagic:inversion_pillar_end:3, Corrosive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:4, Destructive Inversion Pillar Base
bloodmagic:inversion_pillar_end:5, Destructive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:6, Vengeful Inversion Pillar Base
bloodmagic:inversion_pillar_end:7, Vengeful Inversion Pillar Cap
bloodmagic:inversion_pillar_end:8, Steadfast Inversion Pillar Base
bloodmagic:inversion_pillar_end:9, Steadfast Inversion Pillar Cap
bloodmagic:blood_orb:0, Weak Blood Orb
bloodmagic:blood_orb:0, Apprentice Blood Orb
bloodmagic:blood_orb:0, Magician Blood Orb
bloodmagic:blood_orb:0, Master Blood Orb
bloodmagic:blood_orb:0, Archmage Blood Orb
bloodmagic:activation_crystal:0, Weak Activation Crystal
bloodmagic:activation_crystal:1, Awakened Activation Crystal
bloodmagic:activation_crystal:2, Creative Activation Crystal
bloodmagic:slate:0, Blank Slate
bloodmagic:slate:1, Reinforced Slate
bloodmagic:slate:2, Imbued Slate
bloodmagic:slate:3, Demonic Slate
bloodmagic:slate:4, Ethereal Slate
bloodmagic:inscription_tool:1, Elemental Inscription Tool: Water
bloodmagic:inscription_tool:2, Elemental Inscription Tool: Fire
bloodmagic:inscription_tool:3, Elemental Inscription Tool: Earth
bloodmagic:inscription_tool:4, Elemental Inscription Tool: Air
bloodmagic:inscription_tool:5, Elemental Inscription Tool: Dusk
bloodmagic:sacrificial_dagger:0, Sacrificial Dagger
bloodmagic:sacrificial_dagger:1, Creative Sacrificial Dagger
bloodmagic:pack_sacrifice, Coat of Arms
bloodmagic:pack_self_sacrifice, Blood Letter's Pack
bloodmagic:dagger_of_sacrifice, Dagger of Sacrifice
bloodmagic:ritual_diviner:0, Ritual Diviner
bloodmagic:ritual_diviner:1, Ritual Diviner [Dusk]
bloodmagic:ritual_diviner:2, Ritual Diviner [Dawn]
bloodmagic:ritual_dismantler, Ritual Dismantler
bloodmagic:ritual_reader, Ritual Tinkerer
bloodmagic:lava_crystal, Lava Crystal
bloodmagic:bound_sword, Bound Blade
bloodmagic:bound_pickaxe, Bound Pickaxe
bloodmagic:bound_axe, Bound Axe
bloodmagic:bound_shovel, Bound Shovel
bloodmagic:sigil_divination, Divination Sigil
bloodmagic:sigil_air, Air Sigil
bloodmagic:sigil_water, Water Sigil
bloodmagic:sigil_lava, Lava Sigil
bloodmagic:sigil_void, Void Sigil
bloodmagic:sigil_green_grove, Sigil of the Green Grove
bloodmagic:sigil_blood_light, Sigil of the Blood Lamp
bloodmagic:sigil_elemental_affinity, Sigil of Elemental Affinity
bloodmagic:sigil_magnetism, Sigil of Magnetism
bloodmagic:sigil_suppression, Sigil of Suppression
bloodmagic:sigil_haste, Sigil of Haste
bloodmagic:sigil_fast_miner, Sigil of the Fast Miner
bloodmagic:sigil_seer, Seer's Sigil
bloodmagic:sigil_phantom_bridge, Sigil of the Phantom Bridge
bloodmagic:sigil_whirlwind, Sigil of the Whirlwind
bloodmagic:sigil_compression, Sigil of Compression
bloodmagic:sigil_ender_severance, Sigil of Ender Severance
bloodmagic:sigil_holding, Sigil of Holding
bloodmagic:sigil_teleposition, Teleposition Sigil
bloodmagic:sigil_transposition, Transposition Sigil
bloodmagic:sigil_claw, Sigil of the Claw
bloodmagic:sigil_bounce, Sigil of Elasticity
bloodmagic:sigil_frost, Sigil of Winter's Breath
bloodmagic:component:0, Water Reagent
bloodmagic:component:1, Lava Reagent
bloodmagic:component:2, Air Reagent
bloodmagic:component:3, Mining Reagent
bloodmagic:component:4, Void Reagent
bloodmagic:component:5, Growth Reagent
bloodmagic:component:6, Elemental Affinity Reagent
bloodmagic:component:7, Sight Reagent
bloodmagic:component:8, Binding Reagent
bloodmagic:component:9, Suppression Reagent
bloodmagic:component:10, Frame Parts
bloodmagic:component:11, Blood Lamp Reagent
bloodmagic:component:12, Magnetism Reagent
bloodmagic:component:13, Haste Reagent
bloodmagic:component:14, Compression Reagent
bloodmagic:component:15, Phantom Bridge Reagent
bloodmagic:component:16, Severance Reagent
bloodmagic:component:17, Teleposition Reagent
bloodmagic:component:18, Transposition Reagent
bloodmagic:component:19, Iron Sand
bloodmagic:component:20, Gold Sand
bloodmagic:component:21, Coal Sand
bloodmagic:component:22, Plant Oil
bloodmagic:component:23, Sulfur
bloodmagic:component:24, Saltpeter
bloodmagic:component:25, Neuro Toxin
bloodmagic:component:26, Antiseptic
bloodmagic:component:27, Holding Reagent
bloodmagic:component:28, Simple Lengthening Catalyst
bloodmagic:component:29, Simple Power Catalyst
bloodmagic:component:30, Claw Reagent
bloodmagic:component:31, Elasticity Reagent
bloodmagic:component:32, Frost Reagent
bloodmagic:item_demon_crystal:0, Demon Will Crystal
bloodmagic:item_demon_crystal:1, Corrosive Will Crystal
bloodmagic:item_demon_crystal:2, Destructive Will Crystal
bloodmagic:item_demon_crystal:3, Vengeful Will Crystal
bloodmagic:item_demon_crystal:4, Steadfast Will Crystal
bloodmagic:teleposition_focus:0, Teleposition Focus
bloodmagic:teleposition_focus:1, Enhanced Teleposition Focus
bloodmagic:teleposition_focus:2, Reinforced Teleposition Focus
bloodmagic:teleposition_focus:3, Demonic Teleposition Focus
bloodmagic:experience_tome, Tome of Peritia
bloodmagic:blood_shard:0, Weak Blood Shard
bloodmagic:blood_shard:1, Demon Blood Shard
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_boots, item.bloodmagic.livingArmour..name
bloodmagic:sentient_armour_helmet, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_chest, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_leggings, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_boots, item.bloodmagic.sentientArmour..name
bloodmagic:altar_maker, Altar Maker
bloodmagic:upgrade_trainer:0, Living Armour Training Bracelet
bloodmagic:arcane_ashes, Arcane Ashes
bloodmagic:monster_soul:0, Demonic Will
bloodmagic:monster_soul:1, Corrosive Demonic Will
bloodmagic:monster_soul:2, Destructive Demonic Will
bloodmagic:monster_soul:3, Vengeful Demonic Will
bloodmagic:monster_soul:4, Steadfast Demonic Will
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_snare:0, Rudimentary Snare
bloodmagic:sentient_sword, Sentient Sword
bloodmagic:sentient_bow, Sentient Bow
bloodmagic:sentient_armour_gem, Sentient Armour Gem
bloodmagic:sentient_axe, Sentient Axe
bloodmagic:sentient_pickaxe, Sentient Pickaxe
bloodmagic:sentient_shovel, Sentient Shovel
bloodmagic:node_router, Node Router
bloodmagic:base_item_filter:0, Precise Item Filter
bloodmagic:base_item_filter:1, NBT Item Filter
bloodmagic:base_item_filter:2, Mod Item Filter
bloodmagic:base_item_filter:3, Ore Dictionary Item Filter
bloodmagic:base_fluid_filter:0, Fluid Filter
bloodmagic:cutting_fluid:0, Basic Cutting Fluid
bloodmagic:cutting_fluid:1, Explosive Powder
bloodmagic:sanguine_book, Inspectoris Scandalum
bloodmagic:points_upgrade, item.bloodmagic.living_point_upgrade.name
bloodmagic:demon_will_gauge, Demon Will Aura Gauge
bloodmagic:potion_flask, Potion Flask
bloodmagic:alchemic_vial, item.bloodmagic.alchemic_vial.name
bloodmagic:icarus_scroll, Scroll of Icarus
bloodarsenal:slate:0, Blank Slate Block
bloodarsenal:slate:1, Reinforced Slate Block
bloodarsenal:slate:2, Imbued Slate Block
bloodarsenal:slate:3, Demonic Slate Block
bloodarsenal:slate:4, Ethereal Slate Block
bloodarsenal:blood_infused_wooden_log, Blood Infused Wood
bloodarsenal:blood_infused_wooden_planks, Blood Infused Wooden Planks
bloodarsenal:blood_infused_wooden_stairs, Blood Infused Wooden Stairs
bloodarsenal:blood_infused_wooden_fence, Blood Infused Wooden Fence
bloodarsenal:blood_infused_wooden_fence_gate, Blood Infused Wooden Fence Gate
bloodarsenal:blood_stained_glass, Blood Stained Glass
bloodarsenal:blood_stained_glass_pane, Blood Stained Glass Pane
bloodarsenal:blood_torch, Blood Torch
bloodarsenal:blood_infused_iron_block, Blood Infused Iron Block
bloodarsenal:blood_infused_glowstone, Blood Infused Glowstone
bloodarsenal:glass_shards, Glass Shards
bloodarsenal:block_blood_burned_string, Blood Burned String
bloodarsenal:altare_aenigmatica, Altare Aenigmatica
bloodarsenal:stasis_plate, Stasis Plate
bloodarsenal:blood_capacitor, Blood Capacitor
bloodarsenal:blood_diamond:0, Blood Diamond
bloodarsenal:blood_diamond:1, Inert Blood Diamond
bloodarsenal:blood_diamond:2, Blood Infused Diamond
bloodarsenal:blood_diamond:3, Bound Diamond
bloodarsenal:base_item:0, Glass Shard
bloodarsenal:base_item:1, Blood Infused Stick
bloodarsenal:base_item:2, Blood Infused Glowstone Dust
bloodarsenal:base_item:3, Inert Blood-Iron Ingot
bloodarsenal:base_item:4, Blood Infused Iron Ingot
bloodarsenal:base_item:5, Stasis Plate
bloodarsenal:base_item:6, Swimming Reagent
bloodarsenal:base_item:7, Ender Reagent
bloodarsenal:base_item:8, Lightning Reagent
bloodarsenal:base_item:9, Divinity Reagent
bloodarsenal:blood_burned_string, Blood Burned String
bloodarsenal:blood_orange, Blood Orange
bloodarsenal:blood_infused_wooden_pickaxe, Blood Infused Wooden Pickaxe
bloodarsenal:blood_infused_wooden_axe, Blood Infused Wooden Axe
bloodarsenal:blood_infused_wooden_shovel, Blood Infused Wooden Shovel
bloodarsenal:blood_infused_wooden_sickle, Blood Infused Wooden Sickle
bloodarsenal:blood_infused_wooden_sword, Blood Infused Wooden Sword
bloodarsenal:blood_infused_iron_pickaxe, Blood Infused Iron Pickaxe
bloodarsenal:blood_infused_iron_axe, Blood Infused Iron Axe
bloodarsenal:blood_infused_iron_shovel, Blood Infused Iron Shovel
bloodarsenal:blood_infused_iron_sickle, Blood Infused Iron Sickle
bloodarsenal:blood_infused_iron_sword, Blood Infused Iron Sword
bloodarsenal:glass_sacrificial_dagger, Glass Sacrificial Dagger
bloodarsenal:glass_dagger_of_sacrifice, Glass Dagger of Sacrifice
bloodarsenal:gem:0, Gem of Self Sacrifice
bloodarsenal:gem:1, Gem of Sacrifice
bloodarsenal:gem:2, Gem of Tartaric Will
bloodarsenal:sigil_swimming, Sigil of Swimming
bloodarsenal:sigil_ender, Ender Sigil
bloodarsenal:sigil_augmented_holding, Sigil of Augmented Holding
bloodarsenal:sigil_lightning, Lightning Sigil
bloodarsenal:sigil_divinity, Sigil of Divinity
bloodarsenal:sigil_sentience, Sigil of Sentience
bloodarsenal:bound_stick, Bound Stick
bloodarsenal:bound_sickle, Bound Sickle
bloodarsenal:bound_igniter, Bound Igniter
bloodarsenal:bound_shears, Bound Shears
bloodarsenal:stasis_axe, Stasis Axe
bloodarsenal:stasis_pickaxe, Stasis Pickaxe
bloodarsenal:stasis_shovel, Stasis Shovel
bloodarsenal:stasis_sword, Stasis Blade
bloodarsenal:modifier_tome, Modifier Tome
bloodarsenal:warp_blade, Warp Blade
bloodarsenal:sacrifice_amulet:0, Amulet of Sacrifice
bloodarsenal:self_sacrifice_amulet:0, Amulet of Self Sacrifice
bloodarsenal:vampire_ring, Vampire Ring
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bloodarsenal:soul_pendant:0, Petty Soul Pendant
bloodarsenal:soul_pendant:1, Lesser Soul Pendant
bloodarsenal:soul_pendant:2, Common Soul Pendant
bloodarsenal:soul_pendant:3, Greater Soul Pendant
bloodarsenal:soul_pendant:4, Grand Soul Pendant
bonsaitrees:bonsaipot:0, Bonsai Pot
bonsaitrees:bonsaipot:1, Hopping Bonsai Pot
ceramics:unfired_clay:0, Unfired Clay Bucket
ceramics:unfired_clay:1, Unfired Clay Shears
